Y,658.1
YAC,10.67
YAC.U,11.29
YAC.W,2.15
YALA,23.11
YELP,38.72
YETI,70.43
YEXT,17.3
YPF,4.48
YRD,5
YSG,18.44
YUM,104.01
YUMC,60.57
ZBH,165.02
ZEN,148.68
ZEPP,16.75
ZIM,20.39
ZNH,34.77
ZTO,34.21
ZTR,8.98
ZTS,156.11
ZUO,15.31
ZYME,37.05
